user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_numeric,engagement_score,payment_reliability,support_intensity,recency_risk
524,2024-03-15,Basic,199,19.7,1,1,32,39,No,0,0.615625,0.5,0.03125,1.21875
525,2024-01-18,Standard,399,24.2,6,0,28,2,No,0,0.8642857142857142,1.0,0.21428571428571427,0.07142857142857142
526,2024-10-03,Basic,199,19.0,8,1,21,1,No,0,0.9047619047619048,0.5,0.38095238095238093,0.047619047619047616
527,2024-05-30,Premium,699,6.0,5,2,16,8,Yes,1,0.375,0.3333333333333333,0.3125,0.5
528,2024-06-16,Premium,699,4.6,0,2,20,60,Yes,1,0.22999999999999998,0.3333333333333333,0.0,3.0
529,2023-07-12,Premium,699,8.8,2,2,34,57,Yes,1,0.25882352941176473,0.3333333333333333,0.058823529411764705,1.6764705882352942
530,2023-01-23,Basic,199,1.0,3,5,26,8,Yes,1,0.038461538461538464,0.16666666666666666,0.11538461538461539,0.3076923076923077
531,2024-01-20,Premium,699,4.6,5,5,33,41,Yes,1,0.13939393939393938,0.16666666666666666,0.15151515151515152,1.2424242424242424
532,2024-10-31,Premium,699,19.4,0,4,17,3,No,0,1.1411764705882352,0.2,0.0,0.17647058823529413
533,2023-09-16,Basic,199,17.4,6,3,4,24,Yes,1,4.35,0.25,1.5,6.0
534,2024-11-09,Standard,399,5.5,0,2,10,26,No,0,0.55,0.3333333333333333,0.0,2.6
535,2024-06-07,Premium,699,15.8,2,3,18,53,No,0,0.8777777777777778,0.25,0.1111111111111111,2.9444444444444446
536,2023-09-27,Premium,699,7.4,1,3,8,12,No,0,0.925,0.25,0.125,1.5
537,2024-05-23,Premium,699,9.3,6,2,13,10,Yes,1,0.7153846153846154,0.3333333333333333,0.46153846153846156,0.7692307692307693
538,2023-04-24,Basic,199,8.6,0,0,31,42,Yes,1,0.27741935483870966,1.0,0.0,1.3548387096774193
539,2023-04-14,Premium,699,4.2,1,4,32,4,No,0,0.13125,0.2,0.03125,0.125
540,2023-06-28,Standard,399,11.7,4,2,15,29,Yes,1,0.7799999999999999,0.3333333333333333,0.26666666666666666,1.9333333333333333
541,2023-02-16,Basic,199,9.3,5,3,19,47,Yes,1,0.48947368421052634,0.25,0.2631578947368421,2.473684210526316
542,2024-09-28,Basic,199,16.8,2,2,9,22,No,0,1.8666666666666667,0.3333333333333333,0.2222222222222222,2.4444444444444446
543,2024-04-12,Standard,399,9.6,5,1,6,7,No,0,1.5999999999999999,0.5,0.8333333333333334,1.1666666666666667
544,2023-06-20,Standard,399,17.4,7,3,25,41,No,0,0.696,0.25,0.28,1.64
545,2024-08-27,Basic,199,17.6,0,1,9,6,No,0,1.9555555555555557,0.5,0.0,0.6666666666666666
546,2024-12-01,Standard,399,4.9,6,2,29,39,Yes,1,0.16896551724137931,0.3333333333333333,0.20689655172413793,1.3448275862068966
547,2023-02-17,Premium,699,12.3,7,0,9,56,Yes,1,1.3666666666666667,1.0,0.7777777777777778,6.222222222222222
548,2024-08-13,Basic,199,16.5,0,5,17,55,No,0,0.9705882352941176,0.16666666666666666,0.0,3.235294117647059
549,2024-09-25,Premium,699,24.5,5,4,15,33,Yes,1,1.6333333333333333,0.2,0.3333333333333333,2.2
550,2024-10-18,Basic,199,16.7,3,3,28,22,No,0,0.5964285714285714,0.25,0.10714285714285714,0.7857142857142857
551,2023-06-10,Standard,399,21.1,8,4,10,3,Yes,1,2.1100000000000003,0.2,0.8,0.3
552,2023-09-04,Premium,699,21.4,2,0,31,48,No,0,0.6903225806451613,1.0,0.06451612903225806,1.5483870967741935
553,2023-08-29,Standard,399,1.7,3,4,18,41,Yes,1,0.09444444444444444,0.2,0.16666666666666666,2.2777777777777777
554,2023-11-20,Basic,199,11.4,7,0,30,54,Yes,1,0.38,1.0,0.23333333333333334,1.8
555,2024-07-24,Basic,199,18.8,0,0,32,25,No,0,0.5875,1.0,0.0,0.78125
556,2024-11-18,Premium,699,20.7,4,4,1,35,Yes,1,20.7,0.2,4.0,35.0
557,2024-07-27,Standard,399,9.4,0,1,22,54,No,0,0.4272727272727273,0.5,0.0,2.4545454545454546
558,2024-11-05,Premium,699,18.1,5,5,31,28,Yes,1,0.5838709677419355,0.16666666666666666,0.16129032258064516,0.9032258064516129
559,2023-04-19,Basic,199,8.9,4,4,1,33,Yes,1,8.9,0.2,4.0,33.0
560,2023-07-12,Basic,199,12.6,6,0,11,16,No,0,1.1454545454545455,1.0,0.5454545454545454,1.4545454545454546
561,2024-02-29,Basic,199,5.8,3,5,26,21,Yes,1,0.22307692307692306,0.16666666666666666,0.11538461538461539,0.8076923076923077
562,2024-05-31,Basic,199,19.4,7,3,8,42,Yes,1,2.425,0.25,0.875,5.25
563,2024-08-22,Basic,199,0.6,0,4,32,59,Yes,1,0.01875,0.2,0.0,1.84375
564,2023-05-12,Standard,399,19.6,2,5,33,37,Yes,1,0.593939393939394,0.16666666666666666,0.06060606060606061,1.121212121212121
565,2024-09-15,Basic,199,16.6,5,4,25,56,Yes,1,0.664,0.2,0.2,2.24
566,2023-05-22,Premium,699,7.2,5,2,16,28,No,0,0.45,0.3333333333333333,0.3125,1.75
567,2024-07-20,Standard,399,7.8,8,2,33,45,Yes,1,0.23636363636363636,0.3333333333333333,0.24242424242424243,1.3636363636363635
568,2023-05-16,Premium,699,5.4,4,5,14,22,No,0,0.38571428571428573,0.16666666666666666,0.2857142857142857,1.5714285714285714
569,2024-07-29,Premium,699,12.8,5,5,12,7,No,0,1.0666666666666667,0.16666666666666666,0.4166666666666667,0.5833333333333334
570,2023-01-14,Standard,399,17.0,8,2,27,56,No,0,0.6296296296296297,0.3333333333333333,0.2962962962962963,2.074074074074074
571,2023-10-01,Premium,699,1.1,2,0,7,42,Yes,1,0.15714285714285717,1.0,0.2857142857142857,6.0
572,2023-07-28,Basic,199,17.2,2,0,19,44,No,0,0.9052631578947368,1.0,0.10526315789473684,2.3157894736842106
573,2024-07-29,Premium,699,9.3,7,0,3,39,No,0,3.1,1.0,2.3333333333333335,13.0
574,2023-02-18,Basic,199,10.0,8,5,36,18,No,0,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.5
575,2023-09-15,Standard,399,10.7,5,4,25,3,Yes,1,0.428,0.2,0.2,0.12
576,2023-07-21,Basic,199,20.8,5,4,29,34,Yes,1,0.7172413793103448,0.2,0.1724137931034483,1.1724137931034482
577,2023-06-27,Premium,699,7.7,2,5,13,4,Yes,1,0.5923076923076923,0.16666666666666666,0.15384615384615385,0.3076923076923077
578,2023-05-14,Premium,699,3.4,0,3,33,17,Yes,1,0.10303030303030303,0.25,0.0,0.5151515151515151
579,2023-06-07,Basic,199,0.6,7,5,17,59,Yes,1,0.03529411764705882,0.16666666666666666,0.4117647058823529,3.4705882352941178
580,2024-01-02,Standard,399,19.5,4,3,4,50,Yes,1,4.875,0.25,1.0,12.5
581,2023-06-13,Basic,199,13.4,2,4,21,4,No,0,0.6380952380952382,0.2,0.09523809523809523,0.19047619047619047
582,2024-11-10,Standard,399,13.7,1,2,35,14,No,0,0.3914285714285714,0.3333333333333333,0.02857142857142857,0.4
583,2024-07-28,Standard,399,9.3,3,4,22,33,Yes,1,0.4227272727272728,0.2,0.13636363636363635,1.5
584,2024-09-20,Premium,699,3.3,5,3,1,15,No,0,3.3,0.25,5.0,15.0
585,2023-04-27,Premium,699,24.0,5,3,16,58,No,0,1.5,0.25,0.3125,3.625
586,2024-01-19,Standard,399,13.7,4,0,17,58,No,0,0.8058823529411764,1.0,0.23529411764705882,3.411764705882353
587,2023-11-25,Premium,699,11.4,0,2,33,57,No,0,0.34545454545454546,0.3333333333333333,0.0,1.7272727272727273
588,2023-03-09,Premium,699,23.7,2,4,6,34,Yes,1,3.9499999999999997,0.2,0.3333333333333333,5.666666666666667
589,2024-12-20,Basic,199,21.7,6,0,14,13,No,0,1.55,1.0,0.42857142857142855,0.9285714285714286
590,2024-04-15,Premium,699,16.3,1,5,28,43,Yes,1,0.5821428571428572,0.16666666666666666,0.03571428571428571,1.5357142857142858
591,2024-07-25,Premium,699,1.4,1,0,22,11,No,0,0.06363636363636363,1.0,0.045454545454545456,0.5
592,2024-03-19,Basic,199,22.8,6,3,15,28,Yes,1,1.52,0.25,0.4,1.8666666666666667
593,2024-09-25,Standard,399,10.0,1,4,2,0,No,0,5.0,0.2,0.5,0.0
594,2023-10-24,Basic,199,17.7,1,2,3,59,Yes,1,5.8999999999999995,0.3333333333333333,0.3333333333333333,19.666666666666668
595,2024-11-07,Premium,699,15.4,4,3,20,24,Yes,1,0.77,0.25,0.2,1.2
596,2024-07-12,Basic,199,4.3,3,1,31,47,Yes,1,0.13870967741935483,0.5,0.0967741935483871,1.5161290322580645
597,2023-05-25,Standard,399,7.8,5,0,10,35,No,0,0.78,1.0,0.5,3.5
598,2023-11-09,Basic,199,0.6,6,4,3,35,Yes,1,0.19999999999999998,0.2,2.0,11.666666666666666
599,2024-09-23,Basic,199,5.7,8,1,23,10,Yes,1,0.24782608695652175,0.5,0.34782608695652173,0.43478260869565216
600,2023-03-16,Standard,399,3.3,0,4,13,29,Yes,1,0.25384615384615383,0.2,0.0,2.230769230769231
601,2023-12-05,Standard,399,6.6,3,5,5,37,Yes,1,1.3199999999999998,0.16666666666666666,0.6,7.4
602,2023-07-18,Standard,399,16.9,3,0,9,18,No,0,1.8777777777777775,1.0,0.3333333333333333,2.0
603,2024-08-03,Standard,399,11.5,4,5,32,37,Yes,1,0.359375,0.16666666666666666,0.125,1.15625
604,2023-08-15,Standard,399,24.0,2,0,21,20,No,0,1.1428571428571428,1.0,0.09523809523809523,0.9523809523809523
605,2024-05-06,Premium,699,7.3,5,1,28,43,No,0,0.26071428571428573,0.5,0.17857142857142858,1.5357142857142858
606,2024-10-23,Standard,399,9.3,4,3,29,35,Yes,1,0.3206896551724138,0.25,0.13793103448275862,1.206896551724138
607,2024-10-03,Premium,699,21.1,2,4,6,12,Yes,1,3.516666666666667,0.2,0.3333333333333333,2.0
608,2024-08-15,Basic,199,22.4,8,5,5,1,No,0,4.4799999999999995,0.16666666666666666,1.6,0.2
609,2024-07-06,Standard,399,22.7,8,2,14,34,No,0,1.6214285714285714,0.3333333333333333,0.5714285714285714,2.4285714285714284
610,2023-05-18,Standard,399,9.5,3,4,10,46,No,0,0.95,0.2,0.3,4.6
611,2023-09-02,Standard,399,13.0,6,2,33,32,Yes,1,0.3939393939393939,0.3333333333333333,0.18181818181818182,0.9696969696969697
612,2024-08-02,Premium,699,19.1,2,3,11,10,Yes,1,1.7363636363636366,0.25,0.18181818181818182,0.9090909090909091
613,2024-05-14,Premium,699,18.5,7,2,10,2,Yes,1,1.85,0.3333333333333333,0.7,0.2
614,2024-01-05,Basic,199,7.0,3,0,5,42,Yes,1,1.4,1.0,0.6,8.4
615,2024-12-21,Standard,399,23.0,0,0,31,41,Yes,1,0.7419354838709677,1.0,0.0,1.3225806451612903
616,2024-01-21,Premium,699,21.0,4,4,18,34,Yes,1,1.1666666666666667,0.2,0.2222222222222222,1.8888888888888888
617,2023-08-17,Premium,699,9.4,1,4,25,16,No,0,0.376,0.2,0.04,0.64
618,2024-09-10,Premium,699,9.1,5,3,26,50,Yes,1,0.35,0.25,0.19230769230769232,1.9230769230769231
619,2024-10-20,Basic,199,22.1,7,1,33,14,Yes,1,0.6696969696969698,0.5,0.21212121212121213,0.42424242424242425
620,2023-05-02,Standard,399,4.2,2,2,14,38,Yes,1,0.3,0.3333333333333333,0.14285714285714285,2.7142857142857144
621,2024-05-05,Premium,699,10.7,5,5,15,7,Yes,1,0.7133333333333333,0.16666666666666666,0.3333333333333333,0.4666666666666667
622,2024-08-10,Standard,399,15.0,6,0,14,15,Yes,1,1.0714285714285714,1.0,0.42857142857142855,1.0714285714285714
623,2023-02-27,Premium,699,3.8,8,0,11,57,Yes,1,0.34545454545454546,1.0,0.7272727272727273,5.181818181818182
624,2024-10-14,Basic,199,23.1,8,3,17,38,No,0,1.3588235294117648,0.25,0.47058823529411764,2.235294117647059
625,2024-05-08,Basic,199,23.7,3,3,19,38,No,0,1.2473684210526315,0.25,0.15789473684210525,2.0
626,2024-09-30,Basic,199,20.8,2,4,15,52,No,0,1.3866666666666667,0.2,0.13333333333333333,3.466666666666667
627,2023-08-24,Premium,699,7.0,5,3,33,38,Yes,1,0.21212121212121213,0.25,0.15151515151515152,1.1515151515151516
628,2024-05-31,Standard,399,3.7,0,1,25,33,No,0,0.14800000000000002,0.5,0.0,1.32
629,2024-09-06,Premium,699,20.7,1,1,27,30,No,0,0.7666666666666666,0.5,0.037037037037037035,1.1111111111111112
630,2024-09-09,Basic,199,12.8,1,0,35,30,No,0,0.3657142857142857,1.0,0.02857142857142857,0.8571428571428571
631,2023-02-14,Premium,699,22.5,6,4,1,26,Yes,1,22.5,0.2,6.0,26.0
632,2024-12-14,Premium,699,11.0,7,3,34,22,Yes,1,0.3235294117647059,0.25,0.20588235294117646,0.6470588235294118
633,2023-03-27,Premium,699,10.9,4,3,7,49,Yes,1,1.5571428571428572,0.25,0.5714285714285714,7.0
634,2023-01-08,Standard,399,10.5,3,0,35,45,No,0,0.3,1.0,0.08571428571428572,1.2857142857142858
635,2023-11-20,Premium,699,3.4,0,3,34,41,Yes,1,0.09999999999999999,0.25,0.0,1.2058823529411764
636,2024-07-02,Standard,399,3.1,6,5,24,37,Yes,1,0.12916666666666668,0.16666666666666666,0.25,1.5416666666666667
637,2024-07-24,Standard,399,15.5,6,1,24,26,No,0,0.6458333333333334,0.5,0.25,1.0833333333333333
638,2024-08-14,Standard,399,9.6,8,3,12,16,No,0,0.7999999999999999,0.25,0.6666666666666666,1.3333333333333333
639,2024-12-17,Standard,399,18.5,1,5,26,14,No,0,0.7115384615384616,0.16666666666666666,0.038461538461538464,0.5384615384615384
640,2024-12-14,Basic,199,5.8,6,2,7,51,Yes,1,0.8285714285714285,0.3333333333333333,0.8571428571428571,7.285714285714286
641,2024-09-06,Premium,699,4.4,0,0,4,52,Yes,1,1.1,1.0,0.0,13.0
642,2024-01-29,Standard,399,2.1,3,2,6,5,No,0,0.35000000000000003,0.3333333333333333,0.5,0.8333333333333334
643,2023-01-11,Standard,399,7.5,0,1,34,40,No,0,0.22058823529411764,0.5,0.0,1.1764705882352942
644,2023-08-26,Basic,199,7.5,0,4,34,32,Yes,1,0.22058823529411764,0.2,0.0,0.9411764705882353
645,2023-06-11,Premium,699,17.0,5,1,11,41,Yes,1,1.5454545454545454,0.5,0.45454545454545453,3.727272727272727
646,2023-07-25,Basic,199,19.6,5,5,18,25,Yes,1,1.088888888888889,0.16666666666666666,0.2777777777777778,1.3888888888888888
647,2024-07-26,Premium,699,18.6,1,0,1,35,Yes,1,18.6,1.0,1.0,35.0
648,2024-04-10,Premium,699,9.0,4,1,23,38,No,0,0.391304347826087,0.5,0.17391304347826086,1.6521739130434783
649,2024-05-30,Standard,399,6.9,6,4,1,6,No,0,6.9,0.2,6.0,6.0
650,2024-08-11,Standard,399,23.7,8,2,22,56,Yes,1,1.0772727272727272,0.3333333333333333,0.36363636363636365,2.5454545454545454
651,2024-04-14,Standard,399,24.2,7,1,29,48,Yes,1,0.8344827586206897,0.5,0.2413793103448276,1.6551724137931034
652,2024-01-27,Premium,699,22.5,0,3,30,7,Yes,1,0.75,0.25,0.0,0.23333333333333334
653,2024-06-12,Premium,699,17.1,3,2,15,26,No,0,1.1400000000000001,0.3333333333333333,0.2,1.7333333333333334
654,2024-11-20,Premium,699,17.7,4,1,1,18,Yes,1,17.7,0.5,4.0,18.0
655,2024-08-10,Premium,699,2.4,2,3,22,20,Yes,1,0.10909090909090909,0.25,0.09090909090909091,0.9090909090909091
656,2023-09-05,Standard,399,23.7,3,3,12,47,Yes,1,1.9749999999999999,0.25,0.25,3.9166666666666665
657,2023-04-20,Standard,399,6.1,3,4,14,22,Yes,1,0.43571428571428567,0.2,0.21428571428571427,1.5714285714285714
658,2024-07-08,Basic,199,17.1,7,4,6,0,No,0,2.85,0.2,1.1666666666666667,0.0
659,2024-08-11,Basic,199,9.6,5,3,31,57,No,0,0.3096774193548387,0.25,0.16129032258064516,1.8387096774193548
660,2024-08-13,Standard,399,5.0,8,2,32,25,Yes,1,0.15625,0.3333333333333333,0.25,0.78125
661,2024-05-29,Basic,199,13.4,6,3,4,60,Yes,1,3.35,0.25,1.5,15.0
662,2024-04-16,Standard,399,21.6,2,3,26,7,No,0,0.8307692307692308,0.25,0.07692307692307693,0.2692307692307692
663,2024-01-06,Standard,399,0.8,3,3,1,37,Yes,1,0.8,0.25,3.0,37.0
664,2024-09-19,Premium,699,5.1,4,1,17,17,No,0,0.3,0.5,0.23529411764705882,1.0
665,2024-01-17,Standard,399,5.0,6,1,24,26,No,0,0.20833333333333334,0.5,0.25,1.0833333333333333
666,2024-12-03,Standard,399,7.4,2,4,26,8,No,0,0.2846153846153846,0.2,0.07692307692307693,0.3076923076923077
667,2023-07-20,Basic,199,18.2,3,4,7,27,No,0,2.6,0.2,0.42857142857142855,3.857142857142857
668,2024-10-07,Basic,199,12.1,0,1,10,26,No,0,1.21,0.5,0.0,2.6
669,2024-08-04,Premium,699,18.2,7,2,35,16,No,0,0.52,0.3333333333333333,0.2,0.45714285714285713
670,2024-05-02,Basic,199,2.9,2,0,26,13,No,0,0.11153846153846153,1.0,0.07692307692307693,0.5
671,2024-07-24,Premium,699,11.5,5,2,7,23,Yes,1,1.6428571428571428,0.3333333333333333,0.7142857142857143,3.2857142857142856
672,2024-09-12,Standard,399,1.0,1,2,23,55,Yes,1,0.043478260869565216,0.3333333333333333,0.043478260869565216,2.391304347826087
673,2024-05-14,Basic,199,4.8,4,2,35,20,Yes,1,0.13714285714285715,0.3333333333333333,0.11428571428571428,0.5714285714285714
674,2023-05-29,Premium,699,22.3,6,4,29,18,Yes,1,0.7689655172413793,0.2,0.20689655172413793,0.6206896551724138
675,2023-08-22,Basic,199,10.8,6,0,22,5,Yes,1,0.49090909090909096,1.0,0.2727272727272727,0.22727272727272727
676,2024-03-31,Standard,399,16.5,4,4,21,41,Yes,1,0.7857142857142857,0.2,0.19047619047619047,1.9523809523809523
677,2023-05-09,Standard,399,24.2,6,1,34,11,No,0,0.711764705882353,0.5,0.17647058823529413,0.3235294117647059
678,2023-04-08,Premium,699,16.7,1,1,16,10,No,0,1.04375,0.5,0.0625,0.625
679,2023-03-27,Basic,199,13.9,0,3,31,33,No,0,0.4483870967741936,0.25,0.0,1.064516129032258
680,2023-11-13,Basic,199,15.6,1,5,17,59,No,0,0.9176470588235294,0.16666666666666666,0.058823529411764705,3.4705882352941178
681,2023-06-24,Basic,199,18.6,7,5,16,8,Yes,1,1.1625,0.16666666666666666,0.4375,0.5
682,2024-07-07,Basic,199,16.8,5,3,3,29,No,0,5.6000000000000005,0.25,1.6666666666666667,9.666666666666666
683,2024-10-08,Standard,399,11.4,8,1,36,37,No,0,0.31666666666666665,0.5,0.2222222222222222,1.0277777777777777
684,2024-07-06,Premium,699,13.3,8,2,28,58,Yes,1,0.47500000000000003,0.3333333333333333,0.2857142857142857,2.0714285714285716
685,2023-01-11,Basic,199,11.3,5,3,6,16,Yes,1,1.8833333333333335,0.25,0.8333333333333334,2.6666666666666665
686,2023-01-09,Basic,199,20.5,2,2,34,18,No,0,0.6029411764705882,0.3333333333333333,0.058823529411764705,0.5294117647058824
687,2023-10-27,Premium,699,23.7,7,2,32,0,No,0,0.740625,0.3333333333333333,0.21875,0.0
688,2024-07-28,Premium,699,20.0,8,2,15,12,Yes,1,1.3333333333333333,0.3333333333333333,0.5333333333333333,0.8
689,2024-03-08,Standard,399,6.6,6,3,26,14,Yes,1,0.25384615384615383,0.25,0.23076923076923078,0.5384615384615384
690,2023-10-03,Premium,699,13.2,4,2,16,41,Yes,1,0.825,0.3333333333333333,0.25,2.5625
691,2024-04-11,Standard,399,21.4,2,1,13,18,No,0,1.646153846153846,0.5,0.15384615384615385,1.3846153846153846
692,2023-02-20,Premium,699,7.2,7,1,29,20,Yes,1,0.2482758620689655,0.5,0.2413793103448276,0.6896551724137931
693,2024-03-24,Premium,699,5.1,1,2,2,17,Yes,1,2.55,0.3333333333333333,0.5,8.5
694,2024-03-06,Premium,699,6.2,2,0,1,31,Yes,1,6.2,1.0,2.0,31.0
695,2023-03-24,Standard,399,25.0,7,5,32,50,Yes,1,0.78125,0.16666666666666666,0.21875,1.5625
696,2023-07-16,Basic,199,7.0,6,0,4,34,Yes,1,1.75,1.0,1.5,8.5
697,2024-03-29,Standard,399,20.8,1,5,25,15,No,0,0.8320000000000001,0.16666666666666666,0.04,0.6
698,2024-04-29,Basic,199,5.4,1,4,3,42,No,0,1.8,0.2,0.3333333333333333,14.0
699,2024-07-16,Standard,399,23.4,2,5,20,46,Yes,1,1.17,0.16666666666666666,0.1,2.3
700,2024-11-13,Premium,699,6.7,4,1,8,23,No,0,0.8375,0.5,0.5,2.875
701,2023-10-10,Basic,199,6.3,6,2,8,0,Yes,1,0.7875,0.3333333333333333,0.75,0.0
702,2024-12-08,Premium,699,10.2,3,0,8,2,No,0,1.275,1.0,0.375,0.25
703,2024-12-03,Standard,399,9.6,1,1,10,10,No,0,0.96,0.5,0.1,1.0
704,2024-12-19,Premium,699,23.3,0,0,22,22,No,0,1.059090909090909,1.0,0.0,1.0
705,2023-12-22,Premium,699,3.6,3,2,7,35,Yes,1,0.5142857142857143,0.3333333333333333,0.42857142857142855,5.0
706,2023-02-10,Standard,399,1.0,6,2,13,46,Yes,1,0.07692307692307693,0.3333333333333333,0.46153846153846156,3.5384615384615383
707,2023-07-11,Standard,399,14.2,8,5,29,31,Yes,1,0.4896551724137931,0.16666666666666666,0.27586206896551724,1.0689655172413792
708,2024-07-21,Premium,699,8.4,7,2,23,55,No,0,0.3652173913043478,0.3333333333333333,0.30434782608695654,2.391304347826087
709,2024-01-11,Basic,199,13.5,7,2,5,52,Yes,1,2.7,0.3333333333333333,1.4,10.4
710,2023-01-20,Standard,399,19.5,8,3,1,46,Yes,1,19.5,0.25,8.0,46.0
711,2024-07-05,Premium,699,19.5,3,2,24,46,Yes,1,0.8125,0.3333333333333333,0.125,1.9166666666666667
712,2023-11-27,Standard,399,13.3,7,4,13,9,No,0,1.0230769230769232,0.2,0.5384615384615384,0.6923076923076923
713,2023-05-13,Standard,399,3.2,8,5,21,4,Yes,1,0.1523809523809524,0.16666666666666666,0.38095238095238093,0.19047619047619047
714,2024-10-19,Basic,199,5.5,7,1,3,6,Yes,1,1.8333333333333333,0.5,2.3333333333333335,2.0
715,2023-03-14,Standard,399,13.4,4,0,32,23,Yes,1,0.41875,1.0,0.125,0.71875
716,2024-01-05,Basic,199,16.6,1,3,14,51,No,0,1.1857142857142857,0.25,0.07142857142857142,3.642857142857143
717,2023-03-14,Premium,699,20.6,0,4,27,17,No,0,0.7629629629629631,0.2,0.0,0.6296296296296297
718,2024-06-28,Standard,399,23.6,8,0,5,6,No,0,4.720000000000001,1.0,1.6,1.2
719,2024-07-25,Standard,399,5.2,3,4,13,40,No,0,0.4,0.2,0.23076923076923078,3.076923076923077
720,2024-04-14,Premium,699,10.7,1,5,36,36,Yes,1,0.2972222222222222,0.16666666666666666,0.027777777777777776,1.0
721,2023-12-12,Premium,699,22.1,2,1,28,35,No,0,0.7892857142857144,0.5,0.07142857142857142,1.25
722,2023-11-29,Premium,699,13.6,7,2,11,57,Yes,1,1.2363636363636363,0.3333333333333333,0.6363636363636364,5.181818181818182
723,2024-07-30,Standard,399,19.2,6,5,27,20,No,0,0.7111111111111111,0.16666666666666666,0.2222222222222222,0.7407407407407407
724,2024-04-08,Premium,699,9.7,8,5,14,16,Yes,1,0.6928571428571428,0.16666666666666666,0.5714285714285714,1.1428571428571428
725,2023-05-19,Standard,399,0.5,0,2,26,38,Yes,1,0.019230769230769232,0.3333333333333333,0.0,1.4615384615384615
726,2024-12-07,Standard,399,7.9,3,1,1,54,Yes,1,7.9,0.5,3.0,54.0
727,2023-06-09,Standard,399,13.0,2,0,36,2,No,0,0.3611111111111111,1.0,0.05555555555555555,0.05555555555555555
728,2023-04-05,Basic,199,9.5,3,1,17,16,No,0,0.5588235294117647,0.5,0.17647058823529413,0.9411764705882353
729,2024-05-09,Premium,699,14.4,3,5,26,4,No,0,0.5538461538461539,0.16666666666666666,0.11538461538461539,0.15384615384615385
730,2024-08-13,Basic,199,20.7,1,4,32,41,Yes,1,0.646875,0.2,0.03125,1.28125
731,2024-03-02,Standard,399,19.6,5,2,6,56,No,0,3.266666666666667,0.3333333333333333,0.8333333333333334,9.333333333333334
732,2023-02-25,Basic,199,18.8,0,5,15,49,No,0,1.2533333333333334,0.16666666666666666,0.0,3.2666666666666666
733,2024-12-15,Standard,399,1.5,8,4,34,9,Yes,1,0.04411764705882353,0.2,0.23529411764705882,0.2647058823529412
734,2024-05-31,Basic,199,1.7,6,3,10,48,Yes,1,0.16999999999999998,0.25,0.6,4.8
735,2024-05-02,Basic,199,11.1,6,1,15,8,No,0,0.74,0.5,0.4,0.5333333333333333
736,2024-12-15,Premium,699,13.9,4,0,4,25,No,0,3.475,1.0,1.0,6.25
737,2023-07-20,Basic,199,12.3,3,3,9,25,No,0,1.3666666666666667,0.25,0.3333333333333333,2.7777777777777777
738,2024-12-02,Premium,699,6.5,1,2,34,49,Yes,1,0.19117647058823528,0.3333333333333333,0.029411764705882353,1.4411764705882353
739,2023-11-25,Premium,699,3.3,6,3,6,23,Yes,1,0.5499999999999999,0.25,1.0,3.8333333333333335
740,2024-03-28,Standard,399,19.4,2,2,2,39,No,0,9.7,0.3333333333333333,1.0,19.5
741,2023-03-29,Premium,699,11.3,3,1,10,43,No,0,1.1300000000000001,0.5,0.3,4.3
742,2023-04-24,Basic,199,6.5,2,2,4,0,Yes,1,1.625,0.3333333333333333,0.5,0.0
743,2023-07-28,Standard,399,12.0,5,1,29,47,No,0,0.41379310344827586,0.5,0.1724137931034483,1.6206896551724137
744,2023-05-25,Premium,699,18.9,8,3,34,39,Yes,1,0.5558823529411764,0.25,0.23529411764705882,1.1470588235294117
745,2023-10-18,Premium,699,9.7,8,0,2,16,Yes,1,4.85,1.0,4.0,8.0
746,2024-11-09,Basic,199,1.8,0,0,18,24,No,0,0.1,1.0,0.0,1.3333333333333333
747,2024-01-31,Premium,699,21.7,0,2,24,55,No,0,0.9041666666666667,0.3333333333333333,0.0,2.2916666666666665
748,2024-06-28,Basic,199,13.0,1,2,25,31,No,0,0.52,0.3333333333333333,0.04,1.24
749,2023-02-10,Basic,199,5.4,7,4,12,59,Yes,1,0.45,0.2,0.5833333333333334,4.916666666666667
750,2023-12-22,Basic,199,8.0,7,3,34,47,Yes,1,0.23529411764705882,0.25,0.20588235294117646,1.3823529411764706
751,2023-03-05,Premium,699,9.2,4,1,23,32,Yes,1,0.39999999999999997,0.5,0.17391304347826086,1.391304347826087
752,2023-06-05,Premium,699,22.0,0,4,17,60,Yes,1,1.2941176470588236,0.2,0.0,3.5294117647058822
753,2024-11-25,Standard,399,16.6,1,5,26,24,Yes,1,0.6384615384615385,0.16666666666666666,0.038461538461538464,0.9230769230769231
754,2023-12-04,Premium,699,10.7,2,3,15,19,No,0,0.7133333333333333,0.25,0.13333333333333333,1.2666666666666666
755,2023-07-27,Standard,399,3.7,2,4,35,34,Yes,1,0.10571428571428572,0.2,0.05714285714285714,0.9714285714285714
756,2023-05-29,Basic,199,17.4,8,1,20,27,No,0,0.8699999999999999,0.5,0.4,1.35
757,2023-07-08,Premium,699,8.3,8,4,11,60,Yes,1,0.7545454545454546,0.2,0.7272727272727273,5.454545454545454
758,2024-10-14,Standard,399,18.3,5,3,10,26,Yes,1,1.83,0.25,0.5,2.6
